Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,TotalGoals,TotalShots,TotalShotsOnTarget,TotalFouls,TotalCorners,TotalYellowCards,TotalRedCards,GoalDifferenceAbs,DisciplineScore
2001/02,2002-01-30,Aston Villa,Everton,0,0,D,0,0,D,8,6,2,0,14,21,5,1,1,3,0,0,0,14,2,35,6,4,0,0,4
2001/02,2002-01-30,Blackburn,Arsenal,2,3,A,2,2,D,10,9,4,5,18,21,6,2,2,2,0,1,5,19,9,39,8,4,1,1,9
2001/02,2002-01-30,Chelsea,Leeds,2,0,H,2,0,H,14,6,3,4,11,22,5,6,1,2,0,0,2,20,7,33,11,3,0,2,3
2001/02,2002-01-30,Ipswich,Fulham,1,0,H,1,0,H,13,7,8,3,18,11,10,5,1,2,0,0,1,20,11,29,15,3,0,1,3
2001/02,2002-01-30,Liverpool,Leicester,1,0,H,0,0,D,11,3,4,0,9,21,9,3,1,2,0,0,1,14,4,30,12,3,0,1,3
2001/02,2002-01-30,Southampton,West Ham,2,0,H,1,0,H,10,11,8,4,16,13,4,2,0,3,0,0,2,21,12,29,6,3,0,2,3
2001/02,2002-01-30,Tottenham,Newcastle,1,3,A,1,0,H,8,10,6,4,8,5,5,4,1,1,0,0,4,18,10,13,9,2,0,2,2
2001/02,2002-02-02,Arsenal,Southampton,1,1,D,1,0,H,14,4,4,1,13,22,4,3,2,3,0,0,2,18,5,35,7,5,0,0,5
2001/02,2002-02-02,Derby,Tottenham,1,0,H,1,0,H,12,7,7,3,21,8,9,6,3,2,0,0,1,19,10,29,15,5,0,1,5
2001/02,2002-02-02,Everton,Ipswich,1,2,A,1,2,A,9,5,4,3,19,16,2,4,1,0,0,0,3,14,7,35,6,1,0,1,1
2001/02,2002-02-02,Fulham,Aston Villa,0,0,D,0,0,D,9,15,3,9,12,14,9,4,1,2,0,0,0,24,12,26,13,3,0,0,3
2001/02,2002-02-02,Leicester,Chelsea,2,3,A,1,0,H,16,9,9,5,16,17,6,2,1,3,0,0,5,25,14,33,8,4,0,1,4
2001/02,2002-02-02,Man United,Sunderland,4,1,H,4,1,H,18,6,8,3,6,11,11,2,1,3,0,0,5,24,11,17,13,4,0,3,4
2001/02,2002-02-02,Newcastle,Bolton,3,2,H,2,2,D,10,10,6,6,3,9,13,6,0,0,0,0,5,20,12,12,19,0,0,1,0
2001/02,2002-02-02,West Ham,Blackburn,2,0,H,1,0,H,13,14,6,2,10,20,5,8,2,3,0,0,2,27,8,30,13,5,0,2,5
2001/02,2002-02-03,Leeds,Liverpool,0,4,A,0,1,A,13,11,5,7,14,9,7,6,2,1,0,0,4,24,12,23,13,3,0,4,3
2001/02,2002-02-03,Middlesbrough,Charlton,0,0,D,0,0,D,7,8,3,2,17,15,5,7,1,2,0,0,0,15,5,32,12,3,0,0,3
2001/02,2002-02-09,Aston Villa,Chelsea,1,1,D,1,0,H,7,9,3,3,10,10,3,8,1,1,0,0,2,16,6,20,11,2,0,0,2
2001/02,2002-02-09,Bolton,West Ham,1,0,H,1,0,H,4,9,3,2,11,12,4,10,1,3,0,0,1,13,5,23,14,4,0,1,4
2001/02,2002-02-09,Derby,Sunderland,0,1,A,0,0,D,9,8,4,4,13,15,7,8,0,1,0,0,1,17,8,28,15,1,0,1,1
2001/02,2002-02-09,Fulham,Blackburn,2,0,H,1,0,H,13,10,8,6,18,15,5,2,3,2,0,1,2,23,14,33,7,5,1,2,10
2001/02,2002-02-09,Ipswich,Liverpool,0,6,A,0,2,A,4,14,2,11,2,4,7,9,0,0,0,0,6,18,13,6,16,0,0,6,0
2001/02,2002-02-09,Middlesbrough,Leeds,2,2,D,0,1,A,10,10,5,6,15,11,7,4,1,1,0,0,4,20,11,26,11,2,0,0,2
2001/02,2002-02-09,Newcastle,Southampton,3,1,H,3,1,H,16,11,10,4,7,8,5,4,0,1,0,0,4,27,14,15,9,1,0,2,1
2001/02,2002-02-09,Tottenham,Leicester,2,1,H,1,0,H,12,7,4,6,8,9,8,8,0,1,0,0,3,19,10,17,16,1,0,1,1
2001/02,2002-02-10,Charlton,Man United,0,2,A,0,1,A,9,10,1,5,8,9,7,5,0,1,0,0,2,19,6,17,12,1,0,2,1
2001/02,2002-02-10,Everton,Arsenal,0,1,A,0,0,D,6,6,2,3,17,20,1,5,0,5,0,0,1,12,5,37,6,5,0,1,5
2001/02,2002-02-19,Middlesbrough,Fulham,2,1,H,1,0,H,11,10,5,5,13,14,8,10,1,2,0,0,3,21,10,27,18,3,0,1,3
2001/02,2002-02-23,Arsenal,Fulham,4,1,H,3,1,H,16,6,10,5,19,14,7,5,0,1,0,0,5,22,15,33,12,1,0,3,1
2001/02,2002-02-23,Leicester,Derby,0,3,A,0,0,D,6,5,3,4,16,15,8,2,4,2,0,0,3,11,7,31,10,6,0,3,6
2001/02,2002-02-23,Liverpool,Everton,1,1,D,0,0,D,13,6,5,3,9,13,9,4,0,2,0,0,2,19,8,22,13,2,0,0,2
2001/02,2002-02-23,Man United,Aston Villa,1,0,H,0,0,D,14,4,4,2,9,9,9,2,0,0,0,0,1,18,6,18,11,0,0,1,0
2001/02,2002-02-23,Southampton,Bolton,0,0,D,0,0,D,8,4,2,2,17,9,6,6,1,3,1,0,0,12,4,26,12,4,1,0,9
2001/02,2002-02-23,West Ham,Middlesbrough,1,0,H,0,0,D,12,7,8,4,17,11,12,3,2,5,0,1,1,19,12,28,15,7,1,1,12
2001/02,2002-02-24,Leeds,Charlton,0,0,D,0,0,D,14,9,2,2,12,17,9,2,0,3,0,0,0,23,4,29,11,3,0,0,3
2001/02,2002-02-24,Sunderland,Newcastle,0,1,A,0,0,D,11,13,4,5,19,16,5,11,3,1,0,0,1,24,9,35,16,4,0,1,4
2001/02,2002-03-02,Aston Villa,West Ham,2,1,H,1,1,D,10,4,7,3,12,19,9,4,0,1,0,0,3,14,10,31,13,1,0,1,1
2001/02,2002-03-02,Bolton,Blackburn,1,1,D,1,0,H,11,6,5,3,22,11,7,5,1,0,0,1,2,17,8,33,12,1,1,0,6
2001/02,2002-03-02,Charlton,Chelsea,2,1,H,0,0,D,9,4,6,2,13,13,5,4,2,1,0,0,3,13,8,26,9,3,0,1,3
2001/02,2002-03-02,Fulham,Liverpool,0,2,A,0,1,A,11,10,5,4,13,14,8,4,3,2,0,0,2,21,9,27,12,5,0,2,5
2001/02,2002-03-02,Ipswich,Southampton,1,3,A,0,0,D,8,5,4,4,9,5,4,3,0,1,0,0,4,13,8,14,7,1,0,2,1
2001/02,2002-03-02,Middlesbrough,Leicester,1,0,H,1,0,H,11,6,7,1,17,15,5,6,2,4,0,0,1,17,8,32,11,6,0,1,6
2001/02,2002-03-02,Newcastle,Arsenal,0,2,A,0,2,A,13,9,6,6,17,17,5,8,0,1,0,0,2,22,12,34,13,1,0,2,1
2001/02,2002-03-02,Tottenham,Sunderland,2,1,H,1,1,D,17,7,7,2,5,8,5,5,0,1,0,0,3,24,9,13,10,1,0,1,1
2001/02,2002-03-03,Derby,Man United,2,2,D,1,1,D,12,22,7,9,12,13,4,10,2,0,0,0,4,34,16,25,14,2,0,0,2
2001/02,2002-03-03,Everton,Leeds,0,0,D,0,0,D,12,7,7,3,9,21,3,4,1,2,0,1,0,19,10,30,7,3,1,0,8
2001/02,2002-03-05,Arsenal,Derby,1,0,H,0,0,D,17,0,8,0,13,16,9,1,1,2,0,0,1,17,8,29,10,3,0,1,3
2001/02,2002-03-05,Blackburn,Aston Villa,3,0,H,1,0,H,21,6,9,4,11,15,5,5,1,2,0,0,3,27,13,26,10,3,0,3,3
2001/02,2002-03-05,Sunderland,Bolton,1,0,H,1,0,H,11,10,4,4,13,14,1,7,2,1,0,0,1,21,8,27,8,3,0,1,3
2001/02,2002-03-06,Chelsea,Fulham,3,2,H,2,1,H,14,12,8,6,12,12,3,5,1,0,0,0,5,26,14,24,8,1,0,1,1
2001/02,2002-03-06,Leeds,Ipswich,2,0,H,0,0,D,11,9,7,3,11,15,7,5,1,3,0,0,2,20,10,26,12,4,0,2,4
2001/02,2002-03-06,Liverpool,Newcastle,3,0,H,1,0,H,23,11,11,2,8,13,5,6,0,0,0,0,3,34,13,21,11,0,0,3,0
2001/02,2002-03-06,Man United,Tottenham,4,0,H,2,0,H,25,7,14,2,6,13,14,3,2,3,0,1,4,32,16,19,17,5,1,4,10
2001/02,2002-03-06,Southampton,Middlesbrough,1,1,D,1,0,H,9,4,4,1,17,12,13,1,1,1,0,1,2,13,5,29,14,2,1,0,7
2001/02,2002-03-06,West Ham,Everton,1,0,H,0,0,D,16,6,6,2,8,13,10,3,0,2,0,0,1,22,8,21,13,2,0,1,2
2001/02,2002-03-09,Leicester,Charlton,1,1,D,1,1,D,10,11,5,6,15,16,11,5,1,3,0,0,2,21,11,31,16,4,0,0,4
2001/02,2002-03-13,Blackburn,Ipswich,2,1,H,2,0,H,11,6,7,3,24,17,9,2,3,2,0,0,3,17,10,41,11,5,0,1,5
2001/02,2002-03-13,Chelsea,Tottenham,4,0,H,1,0,H,24,5,13,0,10,14,6,3,1,3,0,1,4,29,13,24,9,4,1,4,9
2001/02,2002-03-16,Bolton,Derby,1,3,A,0,1,A,6,3,2,2,13,13,7,3,0,0,1,0,4,9,4,26,10,0,1,2,5
2001/02,2002-03-16,Chelsea,Sunderland,4,0,H,1,0,H,12,8,7,3,8,13,6,3,2,2,0,0,4,20,10,21,9,4,0,4,4
2001/02,2002-03-16,Everton,Fulham,2,1,H,2,0,H,5,11,2,5,16,15,0,11,2,4,1,0,3,16,7,31,11,6,1,1,11
2001/02,2002-03-16,Middlesbrough,Liverpool,1,2,A,0,1,A,15,8,5,7,10,12,7,3,0,2,0,0,3,23,12,22,10,2,0,1,2
2001/02,2002-03-16,Newcastle,Ipswich,2,2,D,0,0,D,20,7,8,4,11,15,12,3,1,1,0,0,4,27,12,26,15,2,0,0,2
2001/02,2002-03-16,Southampton,Leicester,2,2,D,1,2,A,9,6,5,4,15,13,6,2,0,3,0,0,4,15,9,28,8,3,0,0,3
2001/02,2002-03-16,West Ham,Man United,3,5,A,2,2,D,10,14,3,9,13,8,3,3,2,2,0,0,8,24,12,21,6,4,0,2,4
2001/02,2002-03-17,Aston Villa,Arsenal,1,2,A,1,0,H,8,6,3,3,10,12,10,2,1,2,0,0,3,14,6,22,12,3,0,1,3
2001/02,2002-03-17,Leeds,Blackburn,3,1,H,2,0,H,18,15,8,8,15,16,4,4,2,1,0,0,4,33,16,31,8,3,0,2,3
2001/02,2002-03-18,Tottenham,Charlton,0,1,A,0,0,D,13,10,5,4,5,13,4,6,1,0,0,0,1,23,9,18,10,1,0,1,1
2001/02,2002-03-23,Charlton,Bolton,1,2,A,0,2,A,6,6,4,4,15,17,4,1,1,2,0,0,3,12,8,32,5,3,0,1,3
2001/02,2002-03-23,Derby,Everton,3,4,A,0,1,A,12,8,4,7,12,21,8,0,2,3,0,0,7,20,11,33,8,5,0,1,5
2001/02,2002-03-23,Ipswich,Aston Villa,0,0,D,0,0,D,13,6,3,2,15,12,8,6,1,2,0,0,0,19,5,27,14,3,0,0,3
2001/02,2002-03-23,Leicester,Leeds,0,2,A,0,2,A,11,12,5,8,12,10,8,7,2,2,0,0,2,23,13,22,15,4,0,2,4
2001/02,2002-03-23,Man United,Middlesbrough,0,1,A,0,1,A,18,5,4,3,9,11,6,2,4,2,0,0,1,23,7,20,8,6,0,1,6
2001/02,2002-03-23,Sunderland,Southampton,1,1,D,0,0,D,10,14,7,8,10,14,3,8,2,3,0,0,2,24,15,24,11,5,0,0,5
2001/02,2002-03-24,Fulham,Tottenham,0,2,A,0,2,A,9,11,3,4,16,13,4,6,2,2,0,0,2,20,7,29,10,4,0,2,4
2001/02,2002-03-24,Liverpool,Chelsea,1,0,H,0,0,D,8,10,4,1,17,13,5,3,1,1,0,0,1,18,5,30,8,2,0,1,2
2001/02,2002-03-29,Newcastle,Everton,6,2,H,2,2,D,18,7,9,4,5,8,4,1,0,3,0,0,8,25,13,13,5,3,0,4,3
2001/02,2002-03-30,Arsenal,Sunderland,3,0,H,3,0,H,13,13,10,5,8,17,5,4,0,3,0,0,3,26,15,25,9,3,0,3,3
2001/02,2002-03-30,Bolton,Aston Villa,3,2,H,2,2,D,9,9,6,3,16,13,2,5,3,1,0,0,5,18,9,29,7,4,0,1,4
2001/02,2002-03-30,Chelsea,Derby,2,1,H,0,0,D,13,2,6,1,13,10,6,3,3,4,0,0,3,15,7,23,9,7,0,1,7
2001/02,2002-03-30,Leeds,Man United,3,4,A,1,3,A,16,13,11,7,10,9,2,3,1,2,0,0,7,29,18,19,5,3,0,1,3
2001/02,2002-03-30,Leicester,Blackburn,2,1,H,1,0,H,9,12,6,4,12,24,6,6,0,1,0,0,3,21,10,36,12,1,0,1,1
2001/02,2002-03-30,Liverpool,Charlton,2,0,H,2,0,H,14,6,8,1,6,10,6,6,1,2,0,0,2,20,9,16,12,3,0,2,3
2001/02,2002-03-30,Middlesbrough,Tottenham,1,1,D,0,1,A,8,10,3,6,9,16,9,6,0,3,0,0,2,18,9,25,15,3,0,0,3
2001/02,2002-03-30,Southampton,Fulham,1,1,D,1,1,D,11,7,6,2,12,17,5,8,1,1,0,0,2,18,8,29,13,2,0,0,2
2001/02,2002-03-30,West Ham,Ipswich,3,1,H,1,0,H,18,12,11,5,9,13,8,4,0,2,0,0,4,30,16,22,12,2,0,2,2
2001/02,2002-04-01,Blackburn,Southampton,2,0,H,2,0,H,7,5,4,2,10,13,5,2,0,1,0,0,2,12,6,23,7,1,0,2,1
2001/02,2002-04-01,Charlton,Arsenal,0,3,A,0,3,A,5,12,5,8,7,15,9,2,2,2,0,0,3,17,13,22,11,4,0,3,4
2001/02,2002-04-01,Derby,Middlesbrough,0,1,A,0,1,A,7,6,4,1,14,17,7,7,1,0,0,0,1,13,5,31,14,1,0,1,1
2001/02,2002-04-01,Everton,Bolton,3,1,H,1,0,H,10,12,5,3,8,11,5,5,1,1,1,1,4,22,8,19,10,2,2,2,12
2001/02,2002-04-01,Fulham,West Ham,0,1,A,0,1,A,10,3,2,2,10,12,7,1,1,1,0,0,1,13,4,22,8,2,0,1,2
2001/02,2002-04-01,Ipswich,Chelsea,0,0,D,0,0,D,9,7,5,2,6,9,6,8,0,0,0,0,0,16,7,15,14,0,0,0,0
2001/02,2002-04-01,Sunderland,Leicester,2,1,H,2,1,H,12,9,9,7,12,11,5,1,3,2,0,0,3,21,16,23,6,5,0,1,5
2001/02,2002-04-01,Tottenham,Leeds,2,1,H,2,0,H,8,17,5,8,15,12,1,7,2,0,0,0,3,25,13,27,8,2,0,1,2
2001/02,2002-04-02,Aston Villa,Newcastle,1,1,D,1,1,D,16,6,7,1,12,15,11,2,0,0,0,0,2,22,8,27,13,0,0,0,0
2001/02,2002-04-06,Arsenal,Tottenham,2,1,H,1,0,H,13,2,5,2,15,17,10,1,1,4,0,0,3,15,7,32,11,5,0,1,5
2001/02,2002-04-06,Bolton,Ipswich,4,1,H,4,0,H,9,9,5,4,9,11,3,8,0,0,0,0,5,18,9,20,11,0,0,3,0
2001/02,2002-04-06,Chelsea,Everton,3,0,H,2,0,H,19,12,8,6,6,10,7,8,0,1,0,0,3,31,14,16,15,1,0,3,1
2001/02,2002-04-06,Leicester,Man United,0,1,A,0,0,D,13,13,3,4,13,8,4,10,1,1,0,0,1,26,7,21,14,2,0,1,2
2001/02,2002-04-06,Middlesbrough,Aston Villa,2,1,H,1,0,H,7,12,3,9,9,15,5,8,0,0,0,0,3,19,12,24,13,0,0,1,0
2001/02,2002-04-06,Southampton,Derby,2,0,H,1,0,H,10,8,5,3,10,9,5,6,1,0,0,0,2,18,8,19,11,1,0,2,1
2001/02,2002-04-06,West Ham,Charlton,2,0,H,2,0,H,11,18,4,8,7,9,3,13,1,4,0,0,2,29,12,16,16,5,0,2,5
2001/02,2002-04-07,Leeds,Sunderland,2,0,H,1,0,H,14,8,7,0,18,14,8,4,2,1,0,0,2,22,7,32,12,3,0,2,3
2001/02,2002-04-08,Newcastle,Fulham,1,1,D,1,0,H,7,5,4,3,16,10,6,2,1,0,0,0,2,12,7,26,8,1,0,0,1
2001/02,2002-04-10,Blackburn,Chelsea,0,0,D,0,0,D,15,8,7,2,7,13,5,5,0,0,0,0,0,23,9,20,10,0,0,0,0
2001/02,2002-04-13,Aston Villa,Leeds,0,1,A,0,1,A,10,5,5,2,16,18,7,2,2,3,0,0,1,15,7,34,9,5,0,1,5
2001/02,2002-04-13,Charlton,Southampton,1,1,D,1,0,H,8,10,5,6,21,12,7,5,2,2,0,0,2,18,11,33,12,4,0,0,4
2001/02,2002-04-13,Derby,Newcastle,2,3,A,0,0,D,6,15,2,9,13,11,6,2,3,1,0,0,5,21,11,24,8,4,0,1,4
2001/02,2002-04-13,Everton,Leicester,2,2,D,0,2,A,16,6,8,2,15,6,13,4,1,1,0,0,4,22,10,21,17,2,0,0,2
2001/02,2002-04-13,Sunderland,Liverpool,0,1,A,0,0,D,10,10,5,5,10,11,4,3,1,2,1,0,1,20,10,21,7,3,1,1,8
2001/02,2002-04-13,Tottenham,West Ham,1,1,D,0,0,D,16,12,6,5,11,6,3,5,0,0,0,0,2,28,11,17,8,0,0,0,0
2001/02,2002-04-20,Bolton,Tottenham,1,1,D,0,1,A,13,10,6,4,13,15,13,3,1,3,0,0,2,23,10,28,16,4,0,0,4
2001/02,2002-04-20,Chelsea,Man United,0,3,A,0,2,A,7,6,2,5,9,6,12,5,4,1,0,0,3,13,7,15,17,5,0,3,5
2001/02,2002-04-20,Leeds,Fulham,0,1,A,0,0,D,9,7,4,4,12,16,1,4,2,3,0,0,1,16,8,28,5,5,0,1,5
2001/02,2002-04-20,Leicester,Aston Villa,2,2,D,1,2,A,10,16,7,11,11,15,5,4,1,0,0,0,4,26,18,26,9,1,0,0,1
2001/02,2002-04-20,Liverpool,Derby,2,0,H,1,0,H,13,4,5,1,8,16,9,4,0,3,0,0,2,17,6,24,13,3,0,2,3
2001/02,2002-04-20,Middlesbrough,Blackburn,1,3,A,0,1,A,8,9,2,5,15,21,7,9,3,3,1,0,4,17,7,36,16,6,1,2,11
2001/02,2002-04-20,Newcastle,Charlton,3,0,H,1,0,H,12,4,8,1,12,9,8,7,1,2,0,0,3,16,9,21,15,3,0,3,3
2001/02,2002-04-20,Southampton,Everton,0,1,A,0,1,A,6,7,0,5,13,18,1,7,2,0,0,0,1,13,5,31,8,2,0,1,2
2001/02,2002-04-20,West Ham,Sunderland,3,0,H,1,0,H,16,10,7,5,8,9,9,6,3,2,0,0,3,26,12,17,15,5,0,3,5
2001/02,2002-04-21,Arsenal,Ipswich,2,0,H,0,0,D,20,7,8,2,9,9,14,2,1,0,0,0,2,27,10,18,16,1,0,2,1
2001/02,2002-04-23,Blackburn,Newcastle,2,2,D,1,0,H,12,21,5,9,15,11,6,6,0,2,0,0,4,33,14,26,12,2,0,0,2
2001/02,2002-04-23,Fulham,Bolton,3,0,H,1,0,H,12,7,7,2,5,9,3,6,0,0,0,0,3,19,9,14,9,0,0,3,0
2001/02,2002-04-24,Arsenal,West Ham,2,0,H,0,0,D,20,5,9,1,12,13,12,2,2,2,0,0,2,25,10,25,14,4,0,2,4
2001/02,2002-04-24,Ipswich,Middlesbrough,1,0,H,0,0,D,17,13,7,4,13,13,4,5,0,2,0,0,1,30,11,26,9,2,0,1,2
2001/02,2002-04-27,Aston Villa,Southampton,2,1,H,2,0,H,8,7,5,3,11,8,7,1,2,1,0,0,3,15,8,19,8,3,0,1,3
2001/02,2002-04-27,Charlton,Sunderland,2,2,D,1,2,A,11,6,7,3,16,13,10,5,2,3,0,0,4,17,10,29,15,5,0,0,5
2001/02,2002-04-27,Derby,Leeds,0,1,A,0,1,A,9,10,1,4,12,19,5,6,2,0,0,0,1,19,5,31,11,2,0,1,2
2001/02,2002-04-27,Fulham,Leicester,0,0,D,0,0,D,9,4,2,2,12,15,7,2,3,4,0,0,0,13,4,27,9,7,0,0,7
2001/02,2002-04-27,Ipswich,Man United,0,1,A,0,1,A,12,16,4,8,11,10,5,5,2,0,0,0,1,28,12,21,10,2,0,1,2
2001/02,2002-04-27,Middlesbrough,Chelsea,0,2,A,0,2,A,10,14,2,8,11,13,4,6,3,1,0,0,2,24,10,24,10,4,0,2,4
2001/02,2002-04-27,Newcastle,West Ham,3,1,H,1,1,D,16,11,5,5,10,8,8,2,1,2,0,0,4,27,10,18,10,3,0,2,3
2001/02,2002-04-27,Tottenham,Liverpool,1,0,H,1,0,H,11,11,5,7,9,11,3,8,1,1,0,0,1,22,12,20,11,2,0,1,2
2001/02,2002-04-28,Everton,Blackburn,1,2,A,0,1,A,10,14,4,6,12,9,9,5,2,2,0,0,3,24,10,21,14,4,0,1,4
2001/02,2002-04-29,Bolton,Arsenal,0,2,A,0,2,A,7,8,1,4,10,8,7,3,0,0,0,0,2,15,5,18,10,0,0,2,0
2001/02,2002-05-08,Liverpool,Blackburn,4,3,H,2,1,H,15,9,7,7,9,12,8,7,1,1,0,0,7,24,14,21,15,2,0,1,2
2001/02,2002-05-08,Man United,Arsenal,0,1,A,0,0,D,9,5,3,2,21,16,6,5,4,2,0,0,1,14,5,37,11,6,0,1,6
2001/02,2002-05-11,Arsenal,Everton,4,3,H,2,2,D,17,14,6,6,7,5,4,3,0,0,0,0,7,31,12,12,7,0,0,1,0
2001/02,2002-05-11,Blackburn,Fulham,3,0,H,0,0,D,17,6,13,2,13,7,2,7,3,0,0,0,3,23,15,20,9,3,0,3,3
2001/02,2002-05-11,Chelsea,Aston Villa,1,3,A,0,1,A,15,15,6,11,14,18,7,6,0,1,0,0,4,30,17,32,13,1,0,2,1
2001/02,2002-05-11,Leeds,Middlesbrough,1,0,H,0,0,D,19,7,5,3,13,15,8,8,2,0,0,0,1,26,8,28,16,2,0,1,2
2001/02,2002-05-11,Leicester,Tottenham,2,1,H,0,0,D,10,13,6,6,5,6,6,9,0,0,0,0,3,23,12,11,15,0,0,1,0
2001/02,2002-05-11,Liverpool,Ipswich,5,0,H,2,0,H,15,7,8,2,13,5,0,7,0,0,0,0,5,22,10,18,7,0,0,5,0
2001/02,2002-05-11,Man United,Charlton,0,0,D,0,0,D,13,11,6,6,8,7,7,4,2,0,0,0,0,24,12,15,11,2,0,0,2
2001/02,2002-05-11,Southampton,Newcastle,3,1,H,2,0,H,7,16,3,8,15,11,3,6,0,1,1,0,4,23,11,26,9,1,1,2,6
2001/02,2002-05-11,Sunderland,Derby,1,1,D,1,0,H,26,5,12,3,11,14,4,2,0,1,0,0,2,31,15,25,6,1,0,0,1
2001/02,2002-05-11,West Ham,Bolton,2,1,H,1,0,H,17,10,10,4,9,13,9,5,2,1,0,0,3,27,14,22,14,3,0,1,3
2002/03,2002-08-17,Blackburn,Sunderland,0,0,D,0,0,D,15,7,5,3,14,11,9,1,1,2,0,0,0,22,8,25,10,3,0,0,3
2002/03,2002-08-17,Charlton,Chelsea,2,3,A,2,1,H,5,21,5,12,10,12,3,6,0,3,1,0,5,26,17,22,9,3,1,1,8
2002/03,2002-08-17,Everton,Tottenham,2,2,D,1,0,H,13,10,9,5,18,4,10,5,1,1,0,0,4,23,14,22,15,2,0,0,2
2002/03,2002-08-17,Fulham,Bolton,4,1,H,3,1,H,13,3,6,1,16,12,7,4,1,2,0,0,5,16,7,28,11,3,0,3,3
2002/03,2002-08-17,Leeds,Man City,3,0,H,2,0,H,13,18,8,10,13,13,2,7,1,1,0,0,3,31,18,26,9,2,0,3,2
2002/03,2002-08-17,Man United,West Brom,1,0,H,0,0,D,20,6,13,5,9,12,9,1,1,1,0,1,1,26,18,21,10,2,1,1,7
2002/03,2002-08-17,Southampton,Middlesbrough,0,0,D,0,0,D,12,11,5,5,11,14,3,4,0,0,0,0,0,23,10,25,7,0,0,0,0
2002/03,2002-08-18,Arsenal,Birmingham,2,0,H,2,0,H,15,7,7,1,6,11,9,2,0,1,0,1,2,22,8,17,11,1,1,2,6
2002/03,2002-08-18,Aston Villa,Liverpool,0,1,A,0,0,D,11,12,5,6,9,5,6,8,2,2,0,0,1,23,11,14,14,4,0,1,4
2002/03,2002-08-19,Newcastle,West Ham,4,0,H,0,0,D,13,7,10,4,7,9,7,1,1,2,0,0,4,20,14,16,8,3,0,4,3
2002/03,2002-08-23,Chelsea,Man United,2,2,D,2,1,H,11,9,5,7,13,9,3,3,3,2,0,0,4,20,12,22,6,5,0,0,5
2002/03,2002-08-24,Birmingham,Blackburn,0,1,A,0,1,A,15,13,10,9,10,17,6,4,1,2,0,0,1,28,19,27,10,3,0,1,3
2002/03,2002-08-24,Bolton,Charlton,1,2,A,1,1,D,15,8,9,4,9,11,4,6,1,1,0,0,3,23,13,20,10,2,0,1,2
2002/03,2002-08-24,Liverpool,Southampton,3,0,H,1,0,H,16,7,9,1,11,8,5,8,0,1,0,0,3,23,10,19,13,1,0,3,1
2002/03,2002-08-24,Man City,Newcastle,1,0,H,1,0,H,20,9,12,6,12,14,6,8,1,1,0,0,1,29,18,26,14,2,0,1,2
2002/03,2002-08-24,Middlesbrough,Fulham,2,2,D,1,0,H,6,10,3,4,18,7,8,11,4,2,0,0,4,16,7,25,19,6,0,0,6
2002/03,2002-08-24,Sunderland,Everton,0,1,A,0,1,A,13,11,3,5,10,15,10,4,1,0,0,0,1,24,8,25,14,1,0,1,1
2002/03,2002-08-24,Tottenham,Aston Villa,1,0,H,1,0,H,8,18,3,8,20,15,2,5,2,0,0,0,1,26,11,35,7,2,0,1,2
2002/03,2002-08-24,West Brom,Leeds,1,3,A,0,1,A,12,11,2,4,9,11,7,3,1,1,0,0,4,23,6,20,10,2,0,2,2
2002/03,2002-08-24,West Ham,Arsenal,2,2,D,1,0,H,8,9,4,5,18,14,4,4,2,5,0,0,4,17,9,32,8,7,0,0,7
2002/03,2002-08-27,Arsenal,West Brom,5,2,H,3,0,H,10,8,8,6,9,9,1,1,3,2,0,0,7,18,14,18,2,5,0,3,5
2002/03,2002-08-27,Charlton,Tottenham,0,1,A,0,1,A,10,7,5,1,9,23,6,9,1,2,0,0,1,17,6,32,15,3,0,1,3
2002/03,2002-08-28,Aston Villa,Man City,1,0,H,0,0,D,11,7,6,1,13,11,5,4,1,3,0,0,1,18,7,24,9,4,0,1,4
2002/03,2002-08-28,Blackburn,Liverpool,2,2,D,1,1,D,7,5,4,3,17,10,5,2,3,1,0,0,4,12,7,27,7,4,0,0,4
2002/03,2002-08-28,Everton,Birmingham,1,1,D,0,0,D,11,5,4,2,18,12,7,4,0,3,1,0,2,16,6,30,11,3,1,0,8
2002/03,2002-08-28,Leeds,Sunderland,0,1,A,0,0,D,20,9,9,4,13,11,8,1,2,0,0,0,1,29,13,24,9,2,0,1,2
2002/03,2002-08-28,Southampton,Chelsea,1,1,D,0,0,D,12,10,4,3,16,11,5,6,2,1,0,0,2,22,7,27,11,3,0,0,3
2002/03,2002-08-31,Birmingham,Leeds,2,1,H,1,0,H,9,8,5,6,14,16,2,5,3,3,0,0,3,17,11,30,7,6,0,1,6
2002/03,2002-08-31,Man City,Everton,3,1,H,2,1,H,7,14,6,8,12,11,7,6,1,0,1,0,4,21,14,23,13,1,1,2,6
2002/03,2002-08-31,Middlesbrough,Blackburn,1,0,H,0,0,D,7,10,3,7,19,16,8,6,3,3,0,0,1,17,10,35,14,6,0,1,6
2002/03,2002-08-31,Sunderland,Man United,1,1,D,0,1,A,12,20,5,10,13,16,6,8,1,2,0,1,2,32,15,29,14,3,1,0,8
