Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,TotalGoals,TotalShots,TotalShotsOnTarget,TotalFouls,TotalCorners,TotalYellowCards,TotalRedCards,GoalDifferenceAbs,DisciplineScore
2004/05,2005-03-19,Bolton,Norwich,1,0,H,1,0,H,16,6,10,2,20,16,7,6,3,1,0,0,1,22,12,36,13,4,0,1,4
2004/05,2005-03-19,Charlton,West Brom,1,4,A,1,1,D,8,14,5,9,11,8,3,9,0,0,1,0,5,22,14,19,12,0,1,3,5
2004/05,2005-03-19,Chelsea,Crystal Palace,4,1,H,1,1,D,20,6,13,3,13,16,10,4,1,0,0,0,5,26,16,29,14,1,0,3,1
2004/05,2005-03-19,Man United,Fulham,1,0,H,1,0,H,19,10,12,6,7,11,18,3,0,1,0,0,1,29,18,18,21,1,0,1,1
2004/05,2005-03-19,Portsmouth,Newcastle,1,1,D,1,1,D,13,11,6,6,15,19,4,3,5,4,0,0,2,24,12,34,7,9,0,0,9
2004/05,2005-03-19,Tottenham,Man City,2,1,H,1,1,D,12,11,9,7,13,13,6,4,2,3,0,0,3,23,16,26,10,5,0,1,5
2004/05,2005-03-20,Birmingham,Aston Villa,2,0,H,0,0,D,10,5,4,4,12,20,2,3,3,3,0,0,2,15,8,32,5,6,0,2,6
2004/05,2005-03-20,Liverpool,Everton,2,1,H,2,0,H,15,4,8,2,13,15,5,1,1,4,1,0,3,19,10,28,6,5,1,1,10
2004/05,2005-03-20,Middlesbrough,Southampton,1,3,A,1,1,D,14,12,8,7,20,17,3,6,0,0,0,0,4,26,15,37,9,0,0,2,0
2004/05,2005-04-02,Arsenal,Norwich,4,1,H,2,1,H,21,3,15,1,8,11,10,3,1,0,0,0,5,24,16,19,13,1,0,3,1
2004/05,2005-04-02,Birmingham,Tottenham,1,1,D,0,0,D,14,9,7,5,6,10,3,3,0,1,0,0,2,23,12,16,6,1,0,0,1
2004/05,2005-04-02,Charlton,Man City,2,2,D,1,2,A,9,16,3,8,6,8,6,7,1,0,0,0,4,25,11,14,13,1,0,0,1
2004/05,2005-04-02,Crystal Palace,Middlesbrough,0,1,A,0,1,A,23,7,13,5,6,19,8,3,0,4,0,0,1,30,18,25,11,4,0,1,4
2004/05,2005-04-02,Liverpool,Bolton,1,0,H,0,0,D,10,13,7,5,6,13,4,12,1,3,0,0,1,23,12,19,16,4,0,1,4
2004/05,2005-04-02,Man United,Blackburn,0,0,D,0,0,D,23,9,9,3,21,18,9,3,3,2,0,0,0,32,12,39,12,5,0,0,5
2004/05,2005-04-02,Newcastle,Aston Villa,0,3,A,0,1,A,20,8,12,5,14,24,8,6,1,2,3,0,3,28,17,38,14,3,3,3,18
2004/05,2005-04-02,Southampton,Chelsea,1,3,A,0,2,A,4,12,3,8,11,10,4,3,0,2,0,0,4,16,11,21,7,2,0,2,2
2004/05,2005-04-03,Fulham,Portsmouth,3,1,H,0,1,A,12,8,7,4,14,10,5,5,3,3,0,0,4,20,11,24,10,6,0,2,6
2004/05,2005-04-03,West Brom,Everton,1,0,H,0,0,D,8,8,4,2,15,20,7,7,1,2,0,0,1,16,6,35,14,3,0,1,3
2004/05,2005-04-09,Blackburn,Southampton,3,0,H,1,0,H,15,9,8,3,19,14,4,2,2,1,0,0,3,24,11,33,6,3,0,3,3
2004/05,2005-04-09,Bolton,Fulham,3,1,H,2,0,H,15,7,10,4,6,14,4,6,0,2,0,1,4,22,14,20,10,2,1,2,7
2004/05,2005-04-09,Chelsea,Birmingham,1,1,D,0,0,D,19,2,12,1,17,12,8,5,2,2,0,0,2,21,13,29,13,4,0,0,4
2004/05,2005-04-09,Man City,Liverpool,1,0,H,0,0,D,11,6,8,1,8,11,5,2,1,1,0,0,1,17,9,19,7,2,0,1,2
2004/05,2005-04-09,Middlesbrough,Arsenal,0,1,A,0,0,D,9,7,6,1,11,9,5,3,1,1,0,0,1,16,7,20,8,2,0,1,2
2004/05,2005-04-09,Norwich,Man United,2,0,H,0,0,D,7,16,5,8,19,18,3,4,2,2,0,0,2,23,13,37,7,4,0,2,4
2004/05,2005-04-09,Portsmouth,Charlton,4,2,H,2,2,D,13,8,9,4,11,14,5,4,1,3,0,0,6,21,13,25,9,4,0,2,4
2004/05,2005-04-10,Aston Villa,West Brom,1,1,D,1,0,H,14,7,7,5,6,10,5,5,1,2,1,1,2,21,12,16,10,3,2,0,13
2004/05,2005-04-10,Everton,Crystal Palace,4,0,H,1,0,H,13,11,8,3,10,14,4,9,1,1,0,0,4,24,11,24,13,2,0,4,2
2004/05,2005-04-10,Tottenham,Newcastle,1,0,H,1,0,H,19,6,6,3,9,15,4,7,2,2,0,0,1,25,9,24,11,4,0,1,4
2004/05,2005-04-16,Birmingham,Portsmouth,0,0,D,0,0,D,9,5,4,4,16,12,7,5,1,2,0,0,0,14,8,28,12,3,0,0,3
2004/05,2005-04-16,Charlton,Bolton,1,2,A,1,1,D,18,11,10,5,10,14,8,2,0,1,0,0,3,29,15,24,10,1,0,1,1
2004/05,2005-04-16,Crystal Palace,Norwich,3,3,D,1,1,D,12,12,10,8,17,21,7,3,2,2,0,0,6,24,18,38,10,4,0,0,4
2004/05,2005-04-16,Fulham,Man City,1,1,D,0,1,A,8,7,3,3,9,19,6,8,0,1,0,0,2,15,6,28,14,1,0,0,1
2004/05,2005-04-16,Liverpool,Tottenham,2,2,D,1,1,D,18,9,7,6,5,7,12,3,0,0,0,0,4,27,13,12,15,0,0,0,0
2004/05,2005-04-16,Southampton,Aston Villa,2,3,A,2,0,H,16,11,8,7,10,17,5,8,1,2,0,0,5,27,15,27,13,3,0,1,3
2004/05,2005-04-19,Bolton,Southampton,1,1,D,1,0,H,22,5,16,4,9,9,5,2,2,0,0,0,2,27,20,18,7,2,0,0,2
2004/05,2005-04-19,Middlesbrough,Fulham,1,1,D,0,0,D,8,7,4,2,11,12,2,6,1,0,0,0,2,15,6,23,8,1,0,0,1
2004/05,2005-04-20,Aston Villa,Charlton,0,0,D,0,0,D,13,12,5,3,14,9,6,5,0,1,0,0,0,25,8,23,11,1,0,0,1
2004/05,2005-04-20,Blackburn,Crystal Palace,1,0,H,1,0,H,18,4,7,3,11,19,11,6,3,2,0,0,1,22,10,30,17,5,0,1,5
2004/05,2005-04-20,Chelsea,Arsenal,0,0,D,0,0,D,9,6,3,4,10,16,2,2,1,3,0,0,0,15,7,26,4,4,0,0,4
2004/05,2005-04-20,Everton,Man United,1,0,H,0,0,D,7,16,3,11,18,17,4,5,3,2,0,2,1,23,14,35,9,5,2,1,15
2004/05,2005-04-20,Man City,Birmingham,3,0,H,0,0,D,8,5,4,1,11,9,8,3,0,1,0,0,3,13,5,20,11,1,0,3,1
2004/05,2005-04-20,Norwich,Newcastle,2,1,H,0,0,D,15,24,8,10,12,11,6,6,0,0,0,0,3,39,18,23,12,0,0,1,0
2004/05,2005-04-20,Portsmouth,Liverpool,1,2,A,1,2,A,8,19,6,12,10,8,5,4,1,0,0,0,3,27,18,18,9,1,0,1,1
2004/05,2005-04-20,Tottenham,West Brom,1,1,D,0,1,A,15,10,5,4,12,12,7,3,2,0,0,0,2,25,9,24,10,2,0,0,2
2004/05,2005-04-23,Aston Villa,Bolton,1,1,D,1,0,H,13,12,10,6,17,13,7,5,0,2,0,0,2,25,16,30,12,2,0,0,2
2004/05,2005-04-23,Blackburn,Man City,0,0,D,0,0,D,11,7,5,1,20,17,6,2,0,0,0,0,0,18,6,37,8,0,0,0,0
2004/05,2005-04-23,Chelsea,Fulham,3,1,H,1,1,D,12,10,7,4,7,11,4,6,1,1,0,0,4,22,11,18,10,2,0,2,2
2004/05,2005-04-23,Crystal Palace,Liverpool,1,0,H,1,0,H,6,9,3,7,19,14,4,1,2,5,0,0,1,15,10,33,5,7,0,1,7
2004/05,2005-04-23,Everton,Birmingham,1,1,D,0,1,A,11,9,6,4,18,18,9,5,2,3,0,0,2,20,10,36,14,5,0,0,5
2004/05,2005-04-23,Middlesbrough,West Brom,4,0,H,3,0,H,12,15,8,9,12,12,1,4,1,1,0,0,4,27,17,24,5,2,0,4,2
2004/05,2005-04-23,Norwich,Charlton,1,0,H,0,0,D,13,11,6,6,8,9,7,8,1,1,0,0,1,24,12,17,15,2,0,1,2
2004/05,2005-04-24,Man United,Newcastle,2,1,H,0,1,A,18,11,10,5,8,20,9,4,1,0,0,0,3,29,15,28,13,1,0,1,1
2004/05,2005-04-24,Portsmouth,Southampton,4,1,H,4,1,H,18,11,8,8,15,11,4,7,2,1,0,0,5,29,16,26,11,3,0,3,3
2004/05,2005-04-25,Arsenal,Tottenham,1,0,H,1,0,H,12,7,3,1,17,15,4,7,0,4,0,0,1,19,4,32,11,4,0,1,4
2004/05,2005-04-26,West Brom,Blackburn,1,1,D,1,0,H,9,14,3,7,13,15,6,4,3,4,0,0,2,23,10,28,10,7,0,0,7
2004/05,2005-04-27,Newcastle,Middlesbrough,0,0,D,0,0,D,11,5,5,3,8,9,7,1,1,2,0,0,0,16,8,17,8,3,0,0,3
2004/05,2005-04-30,Birmingham,Blackburn,2,1,H,0,1,A,10,5,6,1,15,16,6,1,2,1,0,0,3,15,7,31,7,3,0,1,3
2004/05,2005-04-30,Bolton,Chelsea,0,2,A,0,0,D,14,8,6,5,17,14,7,2,4,1,0,0,2,22,11,31,9,5,0,2,5
2004/05,2005-04-30,Fulham,Everton,2,0,H,2,0,H,11,11,6,4,18,16,3,7,1,3,1,0,2,22,10,34,10,4,1,2,9
2004/05,2005-04-30,Liverpool,Middlesbrough,1,1,D,0,1,A,12,6,6,3,10,20,7,4,2,3,0,0,2,18,9,30,11,5,0,0,5
2004/05,2005-04-30,Man City,Portsmouth,2,0,H,2,0,H,13,7,7,3,14,6,7,5,0,1,0,0,2,20,10,20,12,1,0,2,1
2004/05,2005-04-30,Newcastle,Crystal Palace,0,0,D,0,0,D,16,7,9,3,16,15,5,2,1,1,0,0,0,23,12,31,7,2,0,0,2
2004/05,2005-04-30,Southampton,Norwich,4,3,H,3,3,D,15,14,9,7,18,13,6,8,3,2,0,0,7,29,16,31,14,5,0,1,5
2004/05,2005-05-01,Charlton,Man United,0,4,A,0,2,A,6,18,4,12,6,15,1,7,0,2,1,0,4,24,16,21,8,2,1,4,7
2004/05,2005-05-01,Tottenham,Aston Villa,5,1,H,3,1,H,20,4,14,3,13,17,9,3,1,2,0,0,6,24,17,30,12,3,0,4,3
2004/05,2005-05-02,West Brom,Arsenal,0,2,A,0,0,D,7,8,3,5,12,11,9,0,0,0,0,0,2,15,8,23,9,0,0,2,0
2004/05,2005-05-04,Fulham,Newcastle,1,3,A,0,1,A,6,4,3,3,11,13,1,2,1,1,0,0,4,10,6,24,3,2,0,2,2
2004/05,2005-05-07,Aston Villa,Man City,1,2,A,0,2,A,15,10,8,4,8,18,6,2,1,1,0,0,3,25,12,26,8,2,0,1,2
2004/05,2005-05-07,Blackburn,Fulham,1,3,A,1,1,D,13,8,6,6,11,23,8,5,2,2,1,1,4,21,12,34,13,4,2,2,14
2004/05,2005-05-07,Chelsea,Charlton,1,0,H,0,0,D,15,6,6,3,7,13,2,5,0,0,0,0,1,21,9,20,7,0,0,1,0
2004/05,2005-05-07,Crystal Palace,Southampton,2,2,D,1,1,D,14,7,6,3,16,18,5,2,3,1,1,1,4,21,9,34,7,4,2,0,14
2004/05,2005-05-07,Everton,Newcastle,2,0,H,1,0,H,8,9,6,4,22,11,3,2,3,1,0,1,2,17,10,33,5,4,1,2,9
2004/05,2005-05-07,Man United,West Brom,1,1,D,1,0,H,27,2,14,0,10,13,12,0,1,0,0,0,2,29,14,23,12,1,0,0,1
2004/05,2005-05-07,Middlesbrough,Tottenham,1,0,H,1,0,H,16,5,8,2,14,10,4,3,1,3,0,0,1,21,10,24,7,4,0,1,4
2004/05,2005-05-07,Norwich,Birmingham,1,0,H,1,0,H,8,22,4,9,20,10,1,7,1,5,0,1,1,30,13,30,8,6,1,1,11
2004/05,2005-05-07,Portsmouth,Bolton,1,1,D,0,1,A,9,12,4,4,12,23,2,9,0,2,0,0,2,21,8,35,11,2,0,0,2
2004/05,2005-05-08,Arsenal,Liverpool,3,1,H,2,0,H,11,11,8,6,13,10,1,4,0,2,0,0,4,22,14,23,5,2,0,2,2
2004/05,2005-05-10,Man United,Chelsea,1,3,A,1,1,D,15,7,9,6,11,14,7,0,2,3,0,0,4,22,15,25,7,5,0,2,5
2004/05,2005-05-11,Arsenal,Everton,7,0,H,3,0,H,19,7,12,3,9,12,4,2,2,0,0,0,7,26,15,21,6,2,0,7,2
2004/05,2005-05-15,Birmingham,Arsenal,2,1,H,0,0,D,9,11,4,5,10,8,3,2,1,0,0,0,3,20,9,18,5,1,0,1,1
2004/05,2005-05-15,Bolton,Everton,3,2,H,0,1,A,16,10,9,5,12,17,5,6,2,1,1,0,5,26,14,29,11,3,1,1,8
2004/05,2005-05-15,Charlton,Crystal Palace,2,2,D,1,0,H,8,9,5,6,14,14,3,8,2,2,0,0,4,17,11,28,11,4,0,0,4
2004/05,2005-05-15,Fulham,Norwich,6,0,H,2,0,H,13,2,9,0,11,12,4,13,0,1,0,0,6,15,9,23,17,1,0,6,1
2004/05,2005-05-15,Liverpool,Aston Villa,2,1,H,2,0,H,15,13,7,4,10,16,9,5,0,0,0,0,3,28,11,26,14,0,0,1,0
2004/05,2005-05-15,Man City,Middlesbrough,1,1,D,0,1,A,10,4,5,3,12,15,10,3,2,4,0,0,2,14,8,27,13,6,0,0,6
2004/05,2005-05-15,Newcastle,Chelsea,1,1,D,1,1,D,8,12,4,7,11,17,6,4,4,4,0,0,2,20,11,28,10,8,0,0,8
2004/05,2005-05-15,Southampton,Man United,1,2,A,1,1,D,11,16,3,8,14,13,5,3,1,2,0,0,3,27,11,27,8,3,0,1,3
2004/05,2005-05-15,Tottenham,Blackburn,0,0,D,0,0,D,11,12,7,8,10,14,5,7,2,2,0,0,0,23,15,24,12,4,0,0,4
2004/05,2005-05-15,West Brom,Portsmouth,2,0,H,0,0,D,9,8,5,2,12,13,6,1,0,1,0,0,2,17,7,25,7,1,0,2,1
2005/06,2005-08-13,Aston Villa,Bolton,2,2,D,2,2,D,3,13,2,6,14,16,7,8,0,2,0,0,4,16,8,30,15,2,0,0,2
2005/06,2005-08-13,Everton,Man United,0,2,A,0,1,A,10,12,5,5,15,14,8,6,3,1,0,0,2,22,10,29,14,4,0,2,4
2005/06,2005-08-13,Fulham,Birmingham,0,0,D,0,0,D,15,7,7,4,12,13,6,6,1,2,0,0,0,22,11,25,12,3,0,0,3
2005/06,2005-08-13,Man City,West Brom,0,0,D,0,0,D,15,13,8,3,13,11,3,6,2,3,0,0,0,28,11,24,9,5,0,0,5
2005/06,2005-08-13,Middlesbrough,Liverpool,0,0,D,0,0,D,4,16,2,7,17,11,5,0,2,3,1,0,0,20,9,28,5,5,1,0,10
2005/06,2005-08-13,Portsmouth,Tottenham,0,2,A,0,1,A,11,11,7,6,13,23,7,2,0,2,0,0,2,22,13,36,9,2,0,2,2
2005/06,2005-08-13,Sunderland,Charlton,1,3,A,1,1,D,12,14,8,4,15,17,5,5,2,0,0,1,4,26,12,32,10,2,1,2,7
2005/06,2005-08-13,West Ham,Blackburn,3,1,H,0,1,A,13,11,5,5,11,14,2,6,0,1,0,1,4,24,10,25,8,1,1,2,6
2005/06,2005-08-14,Arsenal,Newcastle,2,0,H,0,0,D,15,2,12,1,15,17,8,3,0,1,0,1,2,17,13,32,11,1,1,2,6
2005/06,2005-08-14,Wigan,Chelsea,0,1,A,0,0,D,12,20,5,9,14,7,2,6,1,0,0,0,1,32,14,21,8,1,0,1,1
2005/06,2005-08-20,Birmingham,Man City,1,2,A,1,1,D,9,9,2,6,7,12,9,4,3,1,0,0,3,18,8,19,13,4,0,1,4
2005/06,2005-08-20,Blackburn,Fulham,2,1,H,1,0,H,16,8,9,4,26,14,8,1,2,2,0,0,3,24,13,40,9,4,0,1,4
2005/06,2005-08-20,Charlton,Wigan,1,0,H,1,0,H,21,4,10,0,10,11,4,4,0,1,0,0,1,25,10,21,8,1,0,1,1
2005/06,2005-08-20,Liverpool,Sunderland,1,0,H,1,0,H,15,2,6,0,8,20,5,5,2,3,0,1,1,17,6,28,10,5,1,1,10
2005/06,2005-08-20,Man United,Aston Villa,1,0,H,0,0,D,18,3,12,3,13,21,11,7,2,1,0,0,1,21,15,34,18,3,0,1,3
2005/06,2005-08-20,Newcastle,West Ham,0,0,D,0,0,D,14,6,6,1,9,11,10,2,1,1,0,1,0,20,7,20,12,2,1,0,7
2005/06,2005-08-20,Tottenham,Middlesbrough,2,0,H,0,0,D,18,12,8,3,16,10,5,6,3,1,0,0,2,30,11,26,11,4,0,2,4
2005/06,2005-08-20,West Brom,Portsmouth,2,1,H,1,0,H,6,10,2,2,21,19,3,3,4,3,0,0,3,16,4,40,6,7,0,1,7
2005/06,2005-08-21,Bolton,Everton,0,1,A,0,0,D,16,3,6,1,10,13,8,3,0,1,0,0,1,19,7,23,11,1,0,1,1
2005/06,2005-08-21,Chelsea,Arsenal,1,0,H,0,0,D,9,9,6,3,17,21,3,7,2,3,0,0,1,18,9,38,10,5,0,1,5
2005/06,2005-08-23,Birmingham,Middlesbrough,0,3,A,0,2,A,14,8,8,3,14,15,2,2,0,1,0,0,3,22,11,29,4,1,0,3,1
2005/06,2005-08-23,Portsmouth,Aston Villa,1,1,D,1,1,D,20,7,11,3,12,10,13,4,3,1,0,1,2,27,14,22,17,4,1,0,9
2005/06,2005-08-23,Sunderland,Man City,1,2,A,1,2,A,15,12,10,7,10,10,5,3,1,2,0,0,3,27,17,20,8,3,0,1,3
2005/06,2005-08-24,Arsenal,Fulham,4,1,H,1,1,D,20,8,14,3,16,11,6,7,5,2,0,0,5,28,17,27,13,7,0,3,7
2005/06,2005-08-24,Blackburn,Tottenham,0,0,D,0,0,D,11,1,7,1,15,12,7,0,2,2,1,0,0,12,8,27,7,4,1,0,9
2005/06,2005-08-24,Bolton,Newcastle,2,0,H,1,0,H,14,7,6,4,12,17,4,3,0,1,0,0,2,21,10,29,7,1,0,2,1
2005/06,2005-08-24,Chelsea,West Brom,4,0,H,2,0,H,11,0,8,0,10,7,9,1,0,1,0,0,4,11,8,17,10,1,0,4,1
2005/06,2005-08-27,Aston Villa,Blackburn,1,0,H,1,0,H,10,9,3,2,13,16,4,11,2,2,0,0,1,19,5,29,15,4,0,1,4
2005/06,2005-08-27,Fulham,Everton,1,0,H,0,0,D,9,6,4,2,19,25,6,2,1,2,0,1,1,15,6,44,8,3,1,1,8
2005/06,2005-08-27,Man City,Portsmouth,2,1,H,0,0,D,16,7,9,2,13,17,12,3,1,2,0,0,3,23,11,30,15,3,0,1,3
2005/06,2005-08-27,Tottenham,Chelsea,0,2,A,0,1,A,11,13,6,7,16,12,2,5,3,2,1,0,2,24,13,28,7,5,1,2,10
2005/06,2005-08-27,West Brom,Birmingham,2,3,A,1,3,A,15,8,8,7,11,24,3,2,1,3,0,0,5,23,15,35,5,4,0,1,4
2005/06,2005-08-27,West Ham,Bolton,1,2,A,0,0,D,13,10,6,6,13,16,7,7,1,4,0,0,3,23,12,29,14,5,0,1,5
2005/06,2005-08-27,Wigan,Sunderland,1,0,H,1,0,H,11,9,5,7,11,13,0,6,3,3,0,0,1,20,12,24,6,6,0,1,6
2005/06,2005-08-28,Middlesbrough,Charlton,0,3,A,0,1,A,10,12,6,8,18,15,6,1,2,1,0,0,3,22,14,33,7,3,0,3,3
2005/06,2005-08-28,Newcastle,Man United,0,2,A,0,0,D,9,11,4,5,26,16,5,3,1,2,0,0,2,20,9,42,8,3,0,2,3
2005/06,2005-09-10,Birmingham,Charlton,0,1,A,0,1,A,18,8,5,4,9,10,13,4,0,2,0,0,1,26,9,19,17,2,0,1,2
2005/06,2005-09-10,Chelsea,Sunderland,2,0,H,0,0,D,9,2,6,2,14,10,4,2,1,0,0,0,2,11,8,24,6,1,0,2,1
2005/06,2005-09-10,Everton,Portsmouth,0,1,A,0,0,D,11,12,6,8,10,12,11,6,2,1,0,0,1,23,14,22,17,3,0,1,3
2005/06,2005-09-10,Man United,Man City,1,1,D,1,0,H,7,5,2,3,12,18,3,5,1,4,0,0,2,12,5,30,8,5,0,0,5
2005/06,2005-09-10,Middlesbrough,Arsenal,2,1,H,1,0,H,6,13,5,8,17,16,6,7,3,4,0,0,3,19,13,33,13,7,0,1,7
2005/06,2005-09-10,Newcastle,Fulham,1,1,D,0,1,A,15,13,10,8,19,16,10,8,4,1,1,0,2,28,18,35,18,5,1,0,10
2005/06,2005-09-10,Tottenham,Liverpool,0,0,D,0,0,D,10,11,7,6,16,13,4,4,1,1,0,0,0,21,13,29,8,2,0,0,2
2005/06,2005-09-10,West Brom,Wigan,1,2,A,1,1,D,10,9,5,4,19,15,5,0,3,1,0,0,3,19,9,34,5,4,0,1,4
2005/06,2005-09-11,Bolton,Blackburn,0,0,D,0,0,D,12,7,6,3,18,17,4,4,1,2,0,0,0,19,9,35,8,3,0,0,3
2005/06,2005-09-12,West Ham,Aston Villa,4,0,H,2,0,H,14,14,9,8,15,12,4,11,0,1,0,0,4,28,17,27,15,1,0,4,1
2005/06,2005-09-17,Aston Villa,Tottenham,1,1,D,1,0,H,13,13,6,7,14,14,4,3,1,2,0,0,2,26,13,28,7,3,0,0,3
2005/06,2005-09-17,Charlton,Chelsea,0,2,A,0,0,D,11,16,4,11,11,10,2,7,0,2,0,0,2,27,15,21,9,2,0,2,2
2005/06,2005-09-17,Fulham,West Ham,1,2,A,0,0,D,9,10,6,3,11,14,4,6,2,1,0,0,3,19,9,25,10,3,0,1,3
2005/06,2005-09-17,Portsmouth,Birmingham,1,1,D,1,1,D,14,3,9,2,16,14,7,3,2,0,0,1,2,17,11,30,10,2,1,0,7
2005/06,2005-09-17,Sunderland,West Brom,1,1,D,1,0,H,11,13,6,6,19,11,1,9,0,3,0,0,2,24,12,30,10,3,0,0,3
2005/06,2005-09-18,Blackburn,Newcastle,0,3,A,0,0,D,17,4,10,3,14,19,7,2,1,5,0,1,3,21,13,33,9,6,1,3,11
2005/06,2005-09-18,Liverpool,Man United,0,0,D,0,0,D,9,4,3,1,24,15,4,2,2,2,0,0,0,13,4,39,6,4,0,0,4
2005/06,2005-09-18,Man City,Bolton,0,1,A,0,0,D,17,5,8,1,14,16,7,5,1,1,0,0,1,22,9,30,12,2,0,1,2
2005/06,2005-09-18,Wigan,Middlesbrough,1,1,D,0,1,A,11,10,4,3,11,16,4,5,0,1,0,0,2,21,7,27,9,1,0,0,1
2005/06,2005-09-19,Arsenal,Everton,2,0,H,2,0,H,11,4,4,2,13,19,4,0,2,3,0,0,2,15,6,32,4,5,0,2,5
2005/06,2005-09-24,Birmingham,Liverpool,2,2,D,0,0,D,4,14,4,6,14,14,3,7,2,3,1,0,4,18,10,28,10,5,1,0,10
2005/06,2005-09-24,Bolton,Portsmouth,1,0,H,1,0,H,11,6,2,4,9,6,7,3,2,2,0,0,1,17,6,15,10,4,0,1,4
2005/06,2005-09-24,Chelsea,Aston Villa,2,1,H,1,1,D,18,3,6,2,8,17,9,1,1,1,0,0,3,21,8,25,10,2,0,1,2
2005/06,2005-09-24,Everton,Wigan,0,1,A,0,0,D,14,11,7,3,17,21,11,3,2,1,0,0,1,25,10,38,14,3,0,1,3
2005/06,2005-09-24,Man United,Blackburn,1,2,A,0,1,A,27,10,8,10,13,15,7,1,1,3,0,0,3,37,18,28,8,4,0,1,4
2005/06,2005-09-24,Newcastle,Man City,1,0,H,1,0,H,8,8,6,4,14,14,3,6,0,2,0,0,1,16,10,28,9,2,0,1,2
2005/06,2005-09-24,West Brom,Charlton,1,2,A,0,2,A,18,8,10,4,10,12,6,3,0,1,0,0,3,26,14,22,9,1,0,1,1
2005/06,2005-09-24,West Ham,Arsenal,0,0,D,0,0,D,6,8,0,2,11,7,4,3,2,0,0,0,0,14,2,18,7,2,0,0,2
2005/06,2005-09-25,Middlesbrough,Sunderland,0,2,A,0,1,A,20,4,11,2,13,21,8,2,3,2,0,0,2,24,13,34,10,5,0,2,5
2005/06,2005-09-26,Tottenham,Fulham,1,0,H,1,0,H,9,8,4,5,10,9,6,6,0,3,0,0,1,17,9,19,12,3,0,1,3
2005/06,2005-10-01,Blackburn,West Brom,2,0,H,0,0,D,20,6,11,3,15,17,11,1,2,0,0,0,2,26,14,32,12,2,0,2,2
2005/06,2005-10-01,Charlton,Tottenham,2,3,A,1,0,H,9,13,4,7,15,17,1,6,3,2,0,0,5,22,11,32,7,5,0,1,5
2005/06,2005-10-01,Fulham,Man United,2,3,A,2,3,A,11,11,6,7,20,11,3,9,2,1,0,0,5,22,13,31,12,3,0,1,3
2005/06,2005-10-01,Portsmouth,Newcastle,0,0,D,0,0,D,10,6,6,3,12,12,4,4,1,2,0,0,0,16,9,24,8,3,0,0,3
2005/06,2005-10-01,Sunderland,West Ham,1,1,D,1,0,H,16,6,8,3,12,15,5,3,1,5,0,0,2,22,11,27,8,6,0,0,6
2005/06,2005-10-02,Arsenal,Birmingham,1,0,H,0,0,D,16,2,13,2,13,17,11,4,0,1,0,1,1,18,15,30,15,1,1,1,6
2005/06,2005-10-02,Aston Villa,Middlesbrough,2,3,A,0,1,A,13,13,6,10,17,10,6,5,4,1,0,0,5,26,16,27,11,5,0,1,5
2005/06,2005-10-02,Liverpool,Chelsea,1,4,A,1,2,A,11,7,5,5,15,17,4,2,1,3,0,0,5,18,10,32,6,4,0,3,4
2005/06,2005-10-02,Man City,Everton,2,0,H,0,0,D,14,5,5,4,16,10,4,2,1,0,0,0,2,19,9,26,6,1,0,2,1
2005/06,2005-10-02,Wigan,Bolton,2,1,H,0,0,D,16,13,9,4,11,14,4,8,0,2,0,0,3,29,13,25,12,2,0,1,2
2005/06,2005-10-15,Chelsea,Bolton,5,1,H,0,1,A,17,4,8,2,10,17,5,3,2,2,0,1,6,21,10,27,8,4,1,4,9
2005/06,2005-10-15,Liverpool,Blackburn,1,0,H,0,0,D,19,4,5,1,8,22,9,2,0,3,0,1,1,23,6,30,11,3,1,1,8
2005/06,2005-10-15,Middlesbrough,Portsmouth,1,1,D,0,0,D,14,9,7,4,12,12,6,3,2,3,0,0,2,23,11,24,9,5,0,0,5
2005/06,2005-10-15,Sunderland,Man United,1,3,A,0,1,A,11,15,6,9,12,10,4,5,3,1,0,0,4,26,15,22,9,4,0,2,4
2005/06,2005-10-15,Tottenham,Everton,2,0,H,0,0,D,7,8,5,4,13,9,5,8,0,2,0,0,2,15,9,22,13,2,0,2,2
2005/06,2005-10-15,West Brom,Arsenal,2,1,H,1,1,D,5,14,4,10,23,10,3,6,1,2,0,0,3,19,14,33,9,3,0,1,3
2005/06,2005-10-15,Wigan,Newcastle,1,0,H,1,0,H,12,11,6,7,15,20,6,5,2,3,1,0,1,23,13,35,11,5,1,1,10
2005/06,2005-10-16,Birmingham,Aston Villa,0,1,A,0,1,A,8,4,5,1,13,19,11,5,2,2,0,0,1,12,6,32,16,4,0,1,4
2005/06,2005-10-16,Man City,West Ham,2,1,H,1,0,H,22,6,17,3,11,13,9,3,2,0,0,0,3,28,20,24,12,2,0,1,2
2005/06,2005-10-17,Charlton,Fulham,1,1,D,0,1,A,14,13,3,1,19,19,6,1,2,3,0,0,2,27,4,38,7,5,0,0,5
2005/06,2005-10-22,Arsenal,Man City,1,0,H,0,0,D,4,7,2,4,24,17,4,3,3,5,0,0,1,11,6,41,7,8,0,1,8
